userId,movieId,rating
205,664,1
205,666,1
205,667,1
205,669,1
205,670,1
205,671,2
205,673,5
205,674,1
205,675,1
205,679,1
205,684,3
205,692,5
205,693,2
205,694,1
205,695,1
205,697,1
205,699,2
205,700,1
205,702,1
205,707,1
205,708,1
205,710,4
205,712,1
205,714,1
205,715,1
205,716,1
205,719,1
205,720,1
205,721,1
205,722,1
205,723,1
205,726,1
205,727,1
205,728,4
205,729,4
205,731,3
205,732,5
205,734,2
205,736,5
205,739,2
205,745,1
205,746,1
205,747,1
205,753,1
205,755,2
205,759,1
205,761,1
205,765,1
205,768,3
205,769,1
205,770,1
205,771,1
205,772,1
205,773,1
205,774,1
205,775,1
205,776,1
205,777,1
205,778,1
205,779,1
205,780,3
205,782,1
205,783,2
205,784,1
205,785,1
205,786,1
205,787,3
205,788,1
205,789,1
205,790,1
205,791,1
205,793,1
205,794,5
205,795,2
205,796,3
205,798,1
205,802,1
205,807,1
205,808,1
205,810,1
205,812,1
205,816,1
205,842,5
205,843,2
205,849,1
205,851,1
205,853,1
205,854,1
205,855,1
205,858,1
205,859,1
205,860,1
205,861,1
205,904,1
205,921,1
205,939,5
205,941,1
205,943,1
205,944,3
205,946,2
205,947,1
205,949,5
205,951,1
205,953,3
205,955,1
205,956,2
205,957,1
205,959,1
205,960,1
205,964,1
205,969,3
205,971,1
205,994,1
205,996,1
205,997,1
205,999,1
206,1,4
206,3,3
206,4,2
206,5,4
206,7,4
206,8,4
206,10,3
206,11,4
206,12,4
206,13,2
206,14,4
206,15,4
206,20,3
206,22,3
206,24,3
206,25,1
206,28,3
206,30,4
206,32,5
206,39,4
206,40,3
206,42,5
206,47,4
206,48,5
206,50,5
206,52,5
206,58,4
206,63,3
206,64,4
206,69,4
206,71,3
206,72,3
206,79,3
206,85,2
206,86,4
206,87,3
206,89,4
206,92,4
206,93,4
206,96,5
206,99,5
206,115,4
206,117,4
206,121,5
206,123,4
206,125,3
206,127,4
206,129,5
206,131,2
206,132,5
206,133,5
206,134,5
206,135,5
206,136,4
206,143,1
206,148,3
206,151,2
206,152,2
206,153,3
206,156,5
206,158,2
206,164,5
206,168,3
206,170,3
206,172,5
206,173,2
206,174,4
206,175,5
206,179,5
206,181,5
206,182,4
206,183,5
206,186,3
206,187,2
206,188,4
206,190,5
206,191,5
206,194,5
206,195,5
206,196,2
206,198,2
206,199,5
206,202,3
206,203,4
206,204,5
206,206,1
206,209,1
206,211,5
206,212,2
206,213,2
206,215,3
206,218,3
206,219,3
206,220,3
206,222,3
206,228,3
206,234,4
206,235,4
206,237,1
206,238,2
206,239,3
206,240,4
206,274,3
206,275,3
206,276,4
206,277,3
206,284,1
206,289,3
206,317,4
206,318,5
206,357,4
206,368,2
206,381,3
206,396,3
206,404,5
206,405,3
206,410,4
206,411,4
206,414,2
206,418,5
206,419,1
206,420,4
206,421,4
206,427,4
206,428,5
206,429,4
206,430,4
206,431,3
206,434,5
206,435,5
206,436,4
206,443,4
206,447,4
206,451,2
206,452,2
206,453,2
206,461,3
206,463,5
206,468,1
206,469,4
206,474,5
206,476,4
206,479,4
206,480,4
206,481,3
206,482,5
206,485,3
206,487,3
206,488,4
206,490,3
206,496,4
206,498,5
206,499,5
206,501,5
206,503,3
206,504,4
206,505,4
206,507,4
206,508,4
206,509,3
206,511,5
206,514,1
206,515,2
206,517,2
206,519,4
206,520,4
206,523,3
206,524,4
206,526,5
206,527,4
206,528,4
206,529,2
206,543,4
206,559,3
206,561,3
206,573,3
206,582,4
206,588,4
206,589,5
206,591,3
206,596,3
206,605,5
206,606,3
206,607,4
206,608,4
206,610,1
206,611,3
206,612,5
206,624,5
206,632,4
206,633,5
206,634,4
206,638,4
206,639,4
206,640,3
206,641,5
206,642,3
206,645,5
206,647,5
206,651,3
206,652,2
206,655,3
206,662,3
206,663,5
206,664,2
206,665,3
206,672,2
206,675,4
206,692,3
206,693,3
206,699,4
206,701,5
206,705,4
206,712,3
206,713,4
206,715,4
206,727,3
206,732,4
206,735,3
206,737,3
206,745,4
206,746,3
206,747,2
206,756,3
206,772,4
206,787,3
206,813,4
206,823,3
206,825,4
206,826,3
206,831,2
206,845,3
206,919,2
206,921,4
206,923,3
206,942,4
206,960,2
206,962,4
207,1,4
207,2,4
207,4,4
207,8,5
207,25,3
207,28,4
207,29,3
207,40,1
207,45,4
207,50,4
207,56,5
207,62,3
207,68,4
207,69,4
207,70,4
207,82,3
207,88,3
207,89,4
207,91,4
207,96,3
207,97,4
207,98,5
207,99,4
207,100,5
207,117,3
207,118,3
207,123,3
207,127,3
207,132,4
207,135,3
207,143,4
207,144,3
207,147,4
207,157,2
207,158,2
207,159,3
207,161,2
207,163,3
207,172,4
207,173,5
207,174,5
207,177,4
207,179,3
207,180,4
207,181,3
207,182,4
207,183,4
207,185,5
207,186,4
207,188,3
207,193,3
207,194,4
207,196,4
207,197,4
207,200,4
207,201,4
207,202,4
207,203,4
207,205,4
207,208,4
207,209,5
207,211,4
207,214,4
207,215,3
207,216,4
207,217,4
207,218,4
207,222,4
207,223,4
207,226,3
207,227,2
207,228,4
207,229,3
207,230,4
207,231,3
207,232,3
207,235,4
207,238,5
207,239,4
207,244,3
207,248,4
207,249,2
207,250,4
207,255,4
207,257,4
207,265,3
207,269,3
207,274,3
207,286,4
207,289,3
207,290,3
207,291,4
207,313,4
207,316,4
207,345,4
207,357,4
207,371,2
207,382,3
207,385,4
207,393,2
207,399,3
207,400,1
207,405,3
207,416,3
207,418,4
207,423,4
207,427,4
207,428,3
207,432,4
207,433,4
207,436,3
207,447,3
207,448,4
207,449,2
207,455,3
207,466,3
207,476,2
207,478,4
207,479,4
207,483,4
207,484,4
207,493,3
207,496,5
207,502,2
207,508,4
207,510,4
207,514,4
207,519,4
207,521,3
207,525,4
207,559,3
207,561,4
207,565,3
207,588,4
207,603,4
207,616,3
207,629,3
207,635,3
207,642,2
207,648,3
207,656,4
207,657,4
207,660,3
207,675,3
207,684,3
207,705,4
207,710,4
207,712,2
207,715,4
207,729,4
207,732,4
207,746,4
207,755,3
207,756,2
207,785,3
207,844,2
207,859,3
207,869,3
207,879,3
207,949,3
207,969,4
207,972,3
207,993,4
208,270,5
208,271,3
208,286,3
208,294,5
208,300,3
208,313,4
208,315,5
208,319,5
208,328,2
208,347,3
208,358,4
208,539,1
208,683,3
208,689,3
208,748,5
209,6,4
209,8,3
209,9,4
209,12,4
209,14,5
209,22,2
209,23,4
209,28,2
209,30,4
209,48,2
209,50,5
209,58,4
209,59,5
209,60,5
209,65,4
209,87,3
209,97,5
209,98,5
209,99,3
209,100,5
209,133,4
209,135,5
209,153,4
209,154,5
209,156,2
209,162,4
209,166,4
209,168,5
209,170,4
209,172,5
209,173,3
209,174,4
209,175,4
209,179,5
209,181,4
209,186,5
209,191,5
209,192,4
209,195,4
209,197,3
209,199,4
209,200,2
209,201,1
209,202,3
209,203,5
209,204,5
209,205,3
209,207,3
209,209,5
209,210,4
209,213,4
209,214,4
209,216,4
209,223,4
209,264,1
209,266,1
209,270,2
209,275,4
209,276,4
209,283,4
209,285,4
209,286,5
209,288,1
209,300,3
209,303,4
209,318,4
209,321,2
209,322,2
209,325,4
209,327,2
209,339,2
209,343,3
209,357,5
209,367,3
209,381,2
209,382,4
209,404,2
209,427,5
209,428,4
209,429,5
209,430,4
209,433,4
209,435,3
209,461,3
209,478,4
209,479,5
209,480,5
209,481,3
209,482,4
209,483,4
209,485,2
209,486,3
209,489,5
209,491,2
209,493,4
209,496,5
209,497,3
209,498,4
209,504,2
209,505,5
209,514,5
209,516,4
209,518,1
209,520,2
209,523,4
209,526,3
209,527,4
209,528,4
209,530,4
209,604,4
209,606,4
209,607,5
209,608,4
209,609,3
209,615,5
209,618,4
209,631,3
209,633,4
209,647,5
209,654,3
209,659,5
209,661,5
209,664,4
209,676,2
209,680,1
209,684,4
209,708,4
209,709,4
209,714,3
209,733,4
209,749,3
209,855,4
209,877,2
209,879,1
209,937,2
209,945,3
209,965,2
209,995,4
210,258,2
210,269,5
210,286,4
210,289,1
210,300,3
210,311,3
210,312,2
210,313,5
210,315,4
210,316,4
210,323,3
210,328,3
210,340,2
210,354,3
210,690,4
210,754,3
210,873,4
210,898,3
210,905,4
211,1,4
211,4,4
211,9,4
211,22,4
211,38,4
211,56,4
211,73,4
211,88,3
211,117,2
211,161,2
211,168,5
211,172,5
211,181,5
211,186,5
211,195,3
211,196,4
211,208,4
211,209,4
211,210,5
211,222,3
211,227,3
211,228,3
211,229,3
211,230,3
211,258,4
211,265,5
211,276,3
211,318,4
211,405,4
211,435,3
211,449,3
211,451,4
211,485,4
211,527,4
211,566,4
211,568,4
211,651,4
211,655,4
211,709,5
211,720,3
211,732,4
211,770,4
212,4,3
212,7,5
212,23,4
212,24,3
212,28,4
212,56,5
212,64,4
212,70,4
212,81,2
212,92,3
212,96,5
212,150,4
212,154,3
212,172,5
212,173,5
212,175,4
212,182,4
212,186,5
212,193,4
212,206,2
212,211,4
212,218,3
212,276,5
212,288,4
212,318,5
212,340,4
212,408,4
212,427,4
212,436,4
212,480,4
212,487,3
212,508,4
212,526,4
212,634,5
212,651,4
212,684,4
212,724,4
213,7,3
213,9,4
213,15,4
213,50,5
213,124,5
213,181,5
213,222,4
213,236,4
213,245,2
213,255,3
213,257,4
213,258,4
213,260,1
213,269,4
213,271,4
213,275,5
213,286,5
213,297,5
213,300,4
213,301,3
213,302,2
213,303,5
213,306,4
213,326,3
213,328,3
213,332,3
213,471,4
213,508,4
213,628,4
213,690,4
213,877,3
213,936,4
214,100,5
214,258,5
214,260,3
214,294,2
214,300,4
214,301,3
214,302,5
214,325,3
214,340,4
214,343,2
214,678,1
214,748,3
215,56,5
215,185,4
215,195,5
215,243,1
215,269,4
215,322,4
215,323,2
215,328,5
215,432,4
215,531,5
215,748,5
215,754,4
216,1,5
216,2,4
216,7,4
216,8,5
216,9,5
216,10,3
216,11,4
216,12,5
216,13,5
216,14,4
216,21,3
216,22,5
216,24,5
216,25,4
216,27,4
216,28,5
216,29,2
216,31,5
216,32,2
216,36,2
216,38,3
216,41,3
216,42,3
216,43,1
216,44,4
216,49,4
216,50,5
216,51,5
216,53,2
216,54,5
216,55,2
216,56,5
216,58,5
216,64,5
216,65,5
216,66,5
216,67,4
216,69,4
216,70,5
216,71,4
216,73,3
216,77,4
216,81,5
216,82,5
216,83,5
216,85,3
216,86,1
216,87,5
216,88,3
216,90,4
216,92,3
216,93,4
216,94,2
216,97,5
216,98,5
216,99,4
216,105,2
216,106,3
216,107,5
216,117,5
216,121,5
216,123,4
216,125,5
216,126,5
216,127,5
216,132,4
216,133,2
216,134,4
216,136,5
216,137,3
216,140,4
216,142,4
216,143,5
216,144,5
216,148,5
216,154,4
216,155,5
216,156,5
216,157,4
216,158,3
216,159,1
216,161,4
216,168,5
216,172,5
216,174,5
216,176,4
216,178,5
216,181,5
216,182,4
216,183,5
216,185,4
216,187,5
216,191,5
216,194,5
216,195,5
216,196,5
216,197,5
216,199,5
216,200,5
216,202,4
216,203,3
216,204,5
216,209,5
216,210,5
216,211,5
216,213,5
216,215,5
216,216,5
216,217,4
216,219,4
216,220,4
216,225,1
216,226,4
216,230,4
216,234,5
216,237,3
216,238,4
216,239,5
216,240,1
216,241,5
216,242,4
216,245,2
216,246,4
216,248,5
216,249,3
216,250,4
216,251,5
216,252,4
216,253,3
216,254,2
216,257,3
216,258,5
216,259,2
216,264,3
216,266,3
216,268,4
216,272,5
216,274,4
216,275,5
216,276,3
216,277,5
216,281,5
216,283,5
216,284,4
216,285,2
216,286,5
216,287,4
216,288,5
216,289,3
216,294,4
216,295,5
216,297,4
216,298,4
216,301,5
216,304,5
216,307,1
216,312,3
216,313,5
216,315,3
216,316,3
216,317,5
216,318,5
216,319,5
216,322,3
216,323,3
216,326,5
216,327,4
216,328,5
216,329,3
216,331,4
216,332,4
216,333,4
216,338,3
216,339,5
216,346,4
216,347,4
216,348,3
216,354,4
216,356,5
216,357,5
216,364,2
216,366,4
216,367,5
216,369,2
216,375,1
216,378,5
216,385,5
216,388,2
216,393,4
216,395,2
216,396,2
216,399,4
216,401,2
216,402,5
216,403,5
216,404,3
216,405,5
216,411,3
216,412,2
216,417,3
216,418,4
216,419,4
216,423,4
216,425,4
216,427,5
216,431,4
216,432,2
216,433,4
216,443,5
216,448,3
216,451,5
216,452,3
216,462,5
216,463,4
216,468,5
216,469,4
216,471,5
216,472,4
216,473,2
216,475,2
216,476,5
216,479,5
216,480,5
216,496,5
216,498,4
216,500,5
216,501,5
216,506,5
216,509,5
216,515,5
216,526,5
216,531,5
216,532,3
216,538,4
216,546,3
216,549,4
216,553,4
216,554,3
216,559,3
216,560,3
216,564,4
216,568,4
216,576,5
216,578,4
216,585,1
216,588,5
216,591,5
216,592,3
216,607,5
216,614,5
216,619,4
216,625,5
216,627,5
216,628,4
216,633,4
216,651,4
216,652,4
216,657,5
216,658,5
216,660,5
216,662,4
216,676,5
216,678,2
216,682,3
216,684,5
216,685,3
216,686,5
216,689,4
216,690,5
216,693,3
216,696,3
216,699,5
216,707,4
216,708,4
216,710,4
216,712,4
216,713,4
216,717,2
216,720,4
216,721,3
216,723,4
216,724,4
216,729,5
216,734,3
216,735,5
216,737,3
216,738,2
216,739,5
216,746,5
216,747,5
216,748,4
216,750,5
216,754,5
216,755,4
216,761,4
216,762,3
216,768,3
216,770,4
216,775,4
216,778,3
216,781,4
216,783,3
216,785,3
216,790,4
216,792,4
216,794,5
216,795,2
216,803,3
216,807,4
216,812,4
216,815,4
216,819,3
216,821,4
216,824,2
216,827,4
216,833,3
216,834,3
216,840,4
216,842,4
216,843,3
216,845,4
216,849,3
216,864,3
216,866,4
216,873,5
216,874,1
216,879,3
216,895,4
216,915,5
216,916,3
216,917,4
216,918,4
216,928,3
216,929,4
216,931,3
216,934,2
216,936,5
216,937,2
216,938,3
216,941,3
216,955,4
216,959,5
216,966,5
216,972,4
216,975,2
216,980,4
216,985,3
216,990,2
216,997,3
217,1,4
217,3,4
217,5,4
217,7,3
217,11,5
217,12,4
217,13,2
217,15,5
217,16,3
217,17,4
217,20,2
217,23,3
217,27,3
217,29,2
217,32,2
217,39,3
217,42,4
217,44,2
217,47,3
217,50,3
217,51,3
217,55,5
217,56,5
217,58,3
217,62,3
217,63,3
217,64,5
217,65,4
217,67,4
217,68,3
217,69,3
217,70,4
217,72,4
217,73,3
217,77,3
217,78,2
217,79,3
217,80,4
217,81,5
217,82,4
217,83,5
217,89,5
217,91,2
217,95,5
217,96,3
217,97,4
217,98,5
217,99,4
217,100,3
217,101,3
217,106,2
217,109,2
217,118,4
217,120,2
217,122,2
217,123,2
217,125,5
217,127,4
217,131,4
217,132,4
217,135,3
217,139,3
217,142,3
217,144,3
217,145,3
217,147,4
217,154,4
217,157,4
217,159,4
217,162,3
217,164,3
217,167,3
217,168,4
217,169,3
217,171,3
217,172,3
217,173,5
217,174,3
217,176,5
217,178,3
217,179,4
217,181,3
217,182,4
217,183,4
217,184,4
217,186,5
217,190,5
217,195,5
217,196,5
217,198,4
217,200,4
217,201,4
217,202,4
217,206,2
217,207,4
217,208,3
217,214,5
217,216,3
217,217,4
217,218,3
217,219,3
217,222,3
217,223,5
217,226,3
217,228,3
217,232,3
217,234,4
217,235,2
217,242,3
217,245,4
217,246,4
217,248,4
217,250,4
217,252,3
217,255,3
217,257,3
217,258,4
217,260,3
217,264,2
217,265,3
217,270,2
217,273,3
217,286,5
217,288,3
217,290,4
217,293,4
217,294,4
217,298,3
217,323,3
217,324,1
217,325,2
217,326,4
217,340,3
217,357,5
217,358,2
217,364,3
217,367,2
217,373,3
217,380,3
217,382,2
217,385,5
217,386,3
217,388,3
217,391,2
217,392,3
217,393,4
217,395,4
217,396,2
217,399,3
217,402,4
217,403,4
217,404,3
217,413,3
217,419,4
217,420,4
217,421,4
217,422,3
217,423,4
217,425,4
217,428,3
217,431,4
217,433,4
217,436,3
217,441,3
217,444,4
217,447,3
217,449,3
217,451,4
217,452,2
217,461,3
217,465,4
217,472,2
217,474,4
217,475,4
217,483,5
217,484,4
217,485,3
217,498,4
217,501,3
217,508,3
217,513,5
217,518,5
217,541,2
217,544,3
217,545,1
217,546,3
217,551,3
217,552,2
217,555,1
217,559,4
217,561,3
217,562,4
217,563,2
217,574,2
217,578,3
217,579,2
217,582,3
217,596,3
217,597,3
217,614,3
217,616,2
217,625,4
217,628,3
217,631,3
217,636,3
217,638,4
217,640,5
217,642,5
217,655,4
217,658,2
217,665,2
217,668,2
217,669,2
217,674,2
217,679,2
217,684,3
217,685,1
217,692,4
217,708,2
217,709,3
217,710,4
217,715,2
217,723,5
217,725,4
217,727,5
217,728,3
217,732,4
217,742,2
217,746,5
217,747,3
217,748,4
217,758,2
217,762,3
217,764,3
217,765,3
217,767,1
217,769,1
217,774,4
217,778,4
217,781,3
217,783,3
217,792,4
217,796,4
217,797,3
217,800,2
217,804,3
217,809,3
217,810,3
217,815,4
217,825,4
217,827,2
217,831,2
217,849,1
217,855,2
217,871,2
217,895,3
217,923,3
217,928,3
217,940,2
217,943,3
217,944,4
217,946,4
217,963,4
217,979,3
217,999,3
217,1000,4
218,258,5
218,269,5
218,288,5
218,301,2
218,302,2
218,313,3
218,327,1
218,328,1
218,331,3
218,362,1
218,750,2
218,895,4
218,899,5
219,50,5
219,79,4
219,89,3
219,100,5
219,173,5
219,181,4
219,223,4
219,257,4
219,275,5
219,286,4
219,405,3
219,478,5
219,488,5
219,615,5
219,617,4
219,705,5
220,19,3
220,86,5
220,100,5
220,116,4
220,137,4
220,251,5
220,275,5
220,283,5
220,302,4
220,319,4
220,331,3
220,408,4
220,475,4
220,478,3
220,508,3
220,513,5
220,603,4
220,750,4
220,753,5
221,4,3
221,7,3
221,11,2
221,12,5
221,50,5
221,56,5
221,82,4
221,87,4
221,89,5
221,96,4
221,100,4
221,117,5
221,124,4
221,127,4
221,129,5
221,144,5
221,156,5
221,164,4
221,172,5
221,174,5
221,175,2
221,176,5
221,182,5
221,183,5
221,185,4
221,194,4
221,200,3
221,213,3
221,218,4
221,219,3
221,238,5
221,302,4
221,333,4
221,443,5
221,448,3
221,466,4
221,516,5
221,517,2
221,653,3
221,657,4
221,672,3
221,709,4
221,879,4
221,914,3
221,915,4
222,1,3
222,15,3
222,50,4
222,53,4
222,98,5
222,100,4
222,109,2
222,117,2
222,124,3
222,126,4
222,127,4
222,129,4
222,137,5
222,151,4
222,181,4
222,184,4
222,200,5
222,201,4
222,217,3
222,219,4
222,222,4
222,235,2
222,250,5
222,257,4
222,258,4
222,260,3
222,270,3
222,273,5
222,276,5
222,286,5
222,287,3
222,288,3
222,293,3
222,294,3
222,299,1
222,307,4
222,324,5
222,326,3
222,327,3
222,334,4
222,370,2
222,379,2
222,396,4
222,410,5
222,436,3
222,447,4
222,448,4
222,452,3
222,458,3
222,475,4
222,477,4
222,515,4
222,551,2
222,558,4
222,559,3
222,561,3
222,590,2
222,665,5
222,670,2
222,671,4
222,672,3
222,682,2
222,742,2
222,760,3
222,854,4
222,867,3
222,919,5
222,922,4
222,926,2
223,9,5
223,15,4
223,127,4
223,148,3
223,237,4
223,245,4
223,258,5
223,269,3
223,272,5
223,276,5
223,282,4
223,286,4
223,299,3
223,300,3
223,304,4
223,307,3
223,310,3
223,313,4
223,315,4
223,322,3
223,323,3
223,326,4
223,327,2
223,328,1
223,329,3
223,333,3
223,340,4
223,344,4
223,347,3
223,355,3
223,471,3
223,546,2
223,591,5
223,628,4
223,678,3
223,689,4
223,696,3
223,744,4
223,748,3
223,750,5
223,754,4
223,823,3
223,879,3
223,898,4
223,924,4
223,977,1
224,1,1
224,14,4
224,15,4
224,25,4
224,50,3
224,100,5
224,115,1
224,127,4
224,151,2
224,172,3
224,243,4
224,261,3
224,275,5
224,288,1
224,289,5
224,310,3
224,323,5
224,333,5
224,427,4
224,508,3
224,538,5
224,681,3
224,683,3
224,689,1
224,882,3
225,1,2
225,2,2
225,7,3
225,17,4
225,22,3
225,24,2
225,32,3
225,38,3
225,39,4
225,53,4
225,55,4
225,62,4
225,68,4
225,79,4
225,82,3
225,83,2
225,98,4
225,100,4
225,117,3
225,118,1
225,121,4
225,124,2
225,127,4
225,144,4
225,147,3
225,156,5
225,168,5
225,171,3
225,172,5
225,174,3
225,176,3
225,177,3
225,178,3
225,180,4
225,183,3
225,185,2
225,187,3
225,188,3
225,191,3
225,195,4
225,198,4
225,200,4
225,201,3
225,204,4
225,207,2
225,209,2
225,210,3
225,218,3
225,222,5
225,227,4
225,229,3
225,230,4
225,231,3
225,232,3
225,234,3
225,241,2
225,244,1
225,250,4
225,252,2
225,257,3
225,259,1
225,271,5
225,272,4
225,273,4
225,281,2
225,286,1
225,288,5
225,298,4
225,302,5
225,305,3
225,307,4
225,310,3
225,313,1
225,316,4
225,318,2
225,322,3
225,323,2
225,324,3
225,325,3
225,327,4
225,333,3
225,338,1
225,340,4
225,343,3
225,346,5
225,355,3
225,357,5
225,358,4
225,362,3
225,363,1
225,379,2
225,385,2
225,398,1
225,424,2
225,429,4
225,445,3
225,447,3
225,448,2
225,452,2
225,474,4
225,475,5
225,491,2
225,515,3
225,520,3
225,522,3
225,529,4
225,538,2
225,540,2
225,550,4
225,562,1
225,566,2
225,568,3
225,573,3
225,576,3
225,583,3
225,590,3
225,597,1
225,636,4
225,669,3
225,670,3
225,675,3
225,678,1
225,679,3
225,686,3
225,690,1
225,748,3
225,750,2
225,751,2
225,759,2
225,823,3
225,825,2
225,831,3
225,841,1
225,853,4
225,877,3
225,879,2
225,895,4
225,912,2
225,943,4
225,976,1
226,23,4
226,50,4
226,98,4
226,99,4
226,133,5
226,134,4
226,135,3
226,168,3
226,174,3
226,178,4
226,182,2
226,185,5
226,191,4
226,196,4
226,197,4
226,199,5
226,200,2
226,204,3
226,208,4
226,211,4
226,318,5
226,418,3
226,427,5
226,428,2
226,430,3
226,432,3
226,435,3
226,474,4
226,478,4
226,480,5
226,483,5
226,486,3
226,488,5
226,490,4
226,491,4
226,492,5
226,493,4
226,494,3
226,504,4
226,505,4
226,510,4
226,511,4
226,524,4
226,525,4
226,526,4
226,601,3
226,603,5
226,605,4
226,606,5
226,607,4
226,608,4
226,610,4
226,613,3
226,614,4
226,616,4
226,631,3
226,633,4
226,646,3
226,648,3
226,651,4
226,653,4
226,654,5
226,655,4
226,657,5
226,673,4
226,705,5
226,754,1
226,835,3
226,836,3
226,848,4
227,245,5
227,258,4
227,263,5
227,286,4
227,292,2
227,300,4
227,302,4
227,303,5
227,304,4
227,319,3
227,332,5
227,341,5
227,359,5
227,680,5
227,681,5
227,682,5
227,688,5
227,874,5
228,243,4
228,259,4
228,268,4
228,271,2
228,272,5
228,286,3
228,289,4
228,294,4
228,300,5
228,301,4
228,305,3
228,307,4
228,312,4
228,313,5
228,322,4
228,323,3
228,326,3
228,329,3
228,332,4
228,334,4
228,338,4
228,344,3
228,350,4
228,538,4
228,690,5
228,750,5
228,875,4
228,877,5
228,879,4
228,886,4
228,896,4
228,908,4
228,988,1
229,1,3
229,2,3
229,3,2
229,4,4
229,7,2
229,8,3
229,12,5
229,15,5
229,21,2
229,22,5
229,23,4
229,24,3
229,26,3
229,28,3
229,31,3
229,32,4
229,45,3
229,47,4
229,48,3
229,50,5
229,52,4
229,53,1
229,55,4
229,56,4
229,58,4
229,62,3
229,63,2
229,64,4
229,66,2
229,68,3
229,69,5
229,70,4
